,name,tag
1397,../Data\Words/downloaded_videos\PUSH\PUSH.mp4,PUSH
1398,../Data\Words/downloaded_videos\QUESTION-MARK-WIGGLE-QM-wig\QUESTION-MARK-WIGGLE-[QM-wig].mp4,QUESTION-MARK-WIGGLE-QM-wig
1399,../Data\Words/downloaded_videos\QUIET\QUIET.mp4,QUIET
1400,../Data\Words/downloaded_videos\QUIT\QUIT.mp4,QUIT
1401,"../Data\Words/downloaded_videos\QUOTE TRAIN-GONE what-MEAN\QUOTE TRAIN-GONE, what-MEAN？.mp4",QUOTE TRAIN-GONE what-MEAN
1402,../Data\Words/downloaded_videos\R-A-C-E-race  physical characteristics\R-A-C-E-[race ⧸ physical characteristics].mp4,R-A-C-E-race  physical characteristics
1403,../Data\Words/downloaded_videos\R-O-C-K-E-T HOW SIGN\R-O-C-K-E-T＂ HOW SIGN？.mp4,R-O-C-K-E-T HOW SIGN
1404,../Data\Words/downloaded_videos\race\race.mp4,race
1405,../Data\Words/downloaded_videos\race compete\race compete.mp4,race compete
1406,"../Data\Words/downloaded_videos\RACE-compete competition\RACE-[compete, competition].mp4",RACE-compete competition
1407,../Data\Words/downloaded_videos\RAIN\RAIN.mp4,RAIN
1408,../Data\Words/downloaded_videos\RAIN COAT HAVE YOU\RAIN COAT HAVE YOU？.mp4,RAIN COAT HAVE YOU
1409,../Data\Words/downloaded_videos\READ\READ.mp4,READ
1410,"../Data\Words/downloaded_videos\READ bodyshift-OR WATCH-casual TV YOU PREFER WHICH\READ bodyshift-OR WATCH-casual TV, YOU PREFER WHICH？.mp4",READ bodyshift-OR WATCH-casual TV YOU PREFER WHICH
1411,../Data\Words/downloaded_videos\READY version 2\READY (version 2).mp4,READY version 2
1412,../Data\Words/downloaded_videos\READY-version-1\READY-[version-1].mp4,READY-version-1
1413,../Data\Words/downloaded_videos\REARRANGE MOVE THINGS AROUND\REARRANGE [MOVE THINGS AROUND].mp4,REARRANGE MOVE THINGS AROUND
1414,../Data\Words/downloaded_videos\REASON\REASON.mp4,REASON
1415,../Data\Words/downloaded_videos\recall-look back\recall-look back.mp4,recall-look back
1416,../Data\Words/downloaded_videos\RECENT recently\RECENT⧸ recently.mp4,RECENT recently
1417,../Data\Words/downloaded_videos\RECENT YOU INSULT ANY-ONE\RECENT YOU INSULT ANY-ONE？.mp4,RECENT YOU INSULT ANY-ONE
1418,../Data\Words/downloaded_videos\RECENTLY INCREASE YOU gained weight\RECENTLY INCREASE YOU？ (gained weight).mp4,RECENTLY INCREASE YOU gained weight
1419,../Data\Words/downloaded_videos\record-VIDEO-RECORD\record-[VIDEO-RECORD].mp4,record-VIDEO-RECORD
1420,../Data\Words/downloaded_videos\RECTANGLE  a check or cheque  an envelope  a card  a brick\RECTANGLE ⧸ a check or cheque ⧸ an envelope ⧸ a card ⧸ a brick.mp4,RECTANGLE  a check or cheque  an envelope  a card  a brick
1421,../Data\Words/downloaded_videos\RED\RED.mp4,RED
1422,"../Data\Words/downloaded_videos\Red apple you like to eat\APPLE, RED, YOU LIKE EAT YOU？.mp4",Red apple you like to eat
1423,../Data\Words/downloaded_videos\REDUCEdecrease\REDUCE⧸decrease.mp4,REDUCEdecrease
1424,../Data\Words/downloaded_videos\reform-change\reform-change.mp4,reform-change
1425,../Data\Words/downloaded_videos\REFRIGERATOR-R-E-F\REFRIGERATOR-[R-E-F].mp4,REFRIGERATOR-R-E-F
1426,../Data\Words/downloaded_videos\REGISTER  registration  to register\REGISTER ⧸ registration ⧸ to register.mp4,REGISTER  registration  to register
1427,../Data\Words/downloaded_videos\regular-appropriate-righteous\regular-appropriate-righteous.mp4,regular-appropriate-righteous
1428,../Data\Words/downloaded_videos\RELIEVED\RELIEVED.mp4,RELIEVED
1429,../Data\Words/downloaded_videos\remaining left over  abandoned  leave-behind\remaining [left over ⧸ abandoned ⧸ leave-behind].mp4,remaining left over  abandoned  leave-behind
1430,../Data\Words/downloaded_videos\remember\remember.mp4,remember
1431,../Data\Words/downloaded_videos\remove take away throw from\remove take away throw from.mp4,remove take away throw from
1432,../Data\Words/downloaded_videos\Rent\Rent.mp4,Rent
1433,../Data\Words/downloaded_videos\request\request.mp4,request
1434,"../Data\Words/downloaded_videos\RESEARCH ARTICLE YOU LIKE READ Do you like to read research articles\RESEARCH ARTICLE, YOU LIKE READ？ (Do you like to read research articles？).mp4",RESEARCH ARTICLE YOU LIKE READ Do you like to read research articles
1435,"../Data\Words/downloaded_videos\RESEARCH PAPER YOU ENJOY WRITE\RESEARCH PAPER, YOU ENJOY WRITE？.mp4",RESEARCH PAPER YOU ENJOY WRITE
1436,"../Data\Words/downloaded_videos\RESEARCH PAPER YOU LIKE WRITE\RESEARCH PAPER, YOU LIKE WRITE？.mp4",RESEARCH PAPER YOU LIKE WRITE
1437,../Data\Words/downloaded_videos\RESEARCH-non-initialized\RESEARCH-[non-initialized].mp4,RESEARCH-non-initialized
1438,../Data\Words/downloaded_videos\RESEARCH-non-initialized-version\RESEARCH-[non-initialized]-[version].mp4,RESEARCH-non-initialized-version
1439,../Data\Words/downloaded_videos\Reservation Appointment  APPOINTMENT RESERVATION\Reservation⧸ Appointment ⧸ APPOINTMENT⧸ RESERVATION.mp4,Reservation Appointment  APPOINTMENT RESERVATION
1440,"../Data\Words/downloaded_videos\RESIDENTIAL-SCHOOL STRUGGLE CLOSE shift CLOSE WHY\RESIDENTIAL-SCHOOL STRUGGLE CLOSE [shift] CLOSE, WHY？.mp4",RESIDENTIAL-SCHOOL STRUGGLE CLOSE shift CLOSE WHY
1441,../Data\Words/downloaded_videos\RESPONSIBLE\RESPONSIBLE.mp4,RESPONSIBLE
1442,../Data\Words/downloaded_videos\RESTAURANT\RESTAURANT.mp4,RESTAURANT
1443,"../Data\Words/downloaded_videos\RESTAURANT ORDER YOU DECIDE EASY YOU\RESTAURANT ORDER, YOU DECIDE EASY YOU？.mp4",RESTAURANT ORDER YOU DECIDE EASY YOU
1444,"../Data\Words/downloaded_videos\RESTAURANT YOU LIKE EAT DIFFERENT shift DIFFERENT YOU\RESTAURANT, YOU LIKE EAT DIFFERENT [shift] DIFFERENT YOU？.mp4",RESTAURANT YOU LIKE EAT DIFFERENT shift DIFFERENT YOU
1445,"../Data\Words/downloaded_videos\RESTAURANT YOU LIKE EAT NAME\RESTAURANT YOU LIKE EAT, NAME？.mp4",RESTAURANT YOU LIKE EAT NAME
1446,"../Data\Words/downloaded_videos\RESTAURANT YOU THINK SERVICE LOUSY what-NAME\RESTAURANT YOU THINK SERVICE LOUSY, what-NAME？.mp4",RESTAURANT YOU THINK SERVICE LOUSY what-NAME
1447,../Data\Words/downloaded_videos\RESTROOM\RESTROOM.mp4,RESTROOM
1448,../Data\Words/downloaded_videos\RESTROOM WHERE\RESTROOM WHERE？.mp4,RESTROOM WHERE
1449,../Data\Words/downloaded_videos\RETIRE\RETIRE.mp4,RETIRE
1450,../Data\Words/downloaded_videos\RIDE\RIDE.mp4,RIDE
1451,../Data\Words/downloaded_videos\RIDE-in\RIDE-in.mp4,RIDE-in
1452,../Data\Words/downloaded_videos\RIGHT-correctaccurate\RIGHT-[correct⧸accurate].mp4,RIGHT-correctaccurate
1453,../Data\Words/downloaded_videos\RIGHT-direction\RIGHT-[direction].mp4,RIGHT-direction
1454,../Data\Words/downloaded_videos\RIVER\RIVER.mp4,RIVER
1455,"../Data\Words/downloaded_videos\RIVER YOU FINISH-TOUCH what-NAME\RIVER YOU FINISH-TOUCH, what-NAME？.mp4",RIVER YOU FINISH-TOUCH what-NAME
1456,../Data\Words/downloaded_videos\ROAD  path  way  street  channel as in path\ROAD ⧸ path ⧸ way ⧸ street ⧸ channel as in path ⧸.mp4,ROAD  path  way  street  channel as in path
1457,../Data\Words/downloaded_videos\robber\robber.mp4,robber
1458,../Data\Words/downloaded_videos\ROBrobberymughold-up\ROB⧸robbery⧸mug⧸hold-up.mp4,ROBrobberymughold-up
1459,../Data\Words/downloaded_videos\ROCKET ALL SUCCEED\ROCKET ALL SUCCEED？.mp4,ROCKET ALL SUCCEED
1460,../Data\Words/downloaded_videos\ROCKET-initialized-palm-version\ROCKET-[initialized-palm-version].mp4,ROCKET-initialized-palm-version
1461,../Data\Words/downloaded_videos\ROCKET-non-initialized-back-of-hand-version launch  missile  projectile\ROCKET-[non-initialized-back-of-hand-version] launch ⧸ missile ⧸ projectile.mp4,ROCKET-non-initialized-back-of-hand-version launch  missile  projectile
1462,../Data\Words/downloaded_videos\rocking chair ASL\rocking chair (ASL).mp4,rocking chair ASL
1463,../Data\Words/downloaded_videos\ROCKSTONE-back of hand version\ROCK⧸STONE-(back of hand version).mp4,ROCKSTONE-back of hand version
1464,../Data\Words/downloaded_videos\ROCKSTONE-under chin version  PROM-version\ROCK⧸STONE-(under chin version) ⧸ PROM-[version].mp4,ROCKSTONE-under chin version  PROM-version
1465,../Data\Words/downloaded_videos\ROLLER SKATE\ROLLER SKATE.mp4,ROLLER SKATE
1466,../Data\Words/downloaded_videos\ROLLER-BLADE\ROLLER-BLADE.mp4,ROLLER-BLADE
1467,../Data\Words/downloaded_videos\ROLLER-SKATE YOU AWKWARD YOU\ROLLER-SKATE YOU AWKWARD YOU？.mp4,ROLLER-SKATE YOU AWKWARD YOU
1468,"../Data\Words/downloaded_videos\ROLLERSKATE SMOOTH CAN YOU\ROLLERSKATE SMOOTH, CAN YOU？.mp4",ROLLERSKATE SMOOTH CAN YOU
1469,../Data\Words/downloaded_videos\room\room.mp4,room
1470,../Data\Words/downloaded_videos\ROOMMATE  PARTNER-version\ROOMMATE ⧸ PARTNER-[version].mp4,ROOMMATE  PARTNER-version
1471,../Data\Words/downloaded_videos\RUBBER\RUBBER.mp4,RUBBER
1472,../Data\Words/downloaded_videos\RUDE\RUDE.mp4,RUDE
1473,../Data\Words/downloaded_videos\RUIN-spoil\RUIN-[spoil].mp4,RUIN-spoil
1474,../Data\Words/downloaded_videos\RULE -regulation\RULE -[regulation].mp4,RULE -regulation
1475,../Data\Words/downloaded_videos\RUN version 1\RUN (version 1).mp4,RUN version 1
1476,../Data\Words/downloaded_videos\RUN-version 1\RUN-[version 1].mp4,RUN-version 1
1477,../Data\Words/downloaded_videos\RUN-version 2\RUN-[version 2].mp4,RUN-version 2
1478,../Data\Words/downloaded_videos\rush-HURRY-up\rush-[HURRY-up].mp4,rush-HURRY-up
1479,../Data\Words/downloaded_videos\SAD\SAD.mp4,SAD
1480,../Data\Words/downloaded_videos\SALAD\SALAD.mp4,SALAD
1481,../Data\Words/downloaded_videos\salesperson-SELL-PERSON\salesperson-SELL-PERSON.mp4,salesperson-SELL-PERSON
1482,../Data\Words/downloaded_videos\SALT\SALT.mp4,SALT
1483,../Data\Words/downloaded_videos\SANDWICH\SANDWICH.mp4,SANDWICH
1484,../Data\Words/downloaded_videos\Santa Claus-version-1-two-handed\Santa Claus-[version-1]-[two-handed].mp4,Santa Claus-version-1-two-handed
1485,../Data\Words/downloaded_videos\Santa Claus-version-2\Santa Claus-[version-2].mp4,Santa Claus-version-2
1486,../Data\Words/downloaded_videos\Santa Claus-version-3\Santa Claus-[version-3].mp4,Santa Claus-version-3
1487,../Data\Words/downloaded_videos\SASH-tie-belt-version\SASH-[tie-belt-version].mp4,SASH-tie-belt-version
1488,../Data\Words/downloaded_videos\SATISFY\SATISFY.mp4,SATISFY
1489,../Data\Words/downloaded_videos\SATURDAY\SATURDAY.mp4,SATURDAY
1490,"../Data\Words/downloaded_videos\SATURDAY NIGHT I GO-to PARTY WANT ACCOMPANY-me\SATURDAY NIGHT I GO-to PARTY, WANT ACCOMPANY-me？.mp4",SATURDAY NIGHT I GO-to PARTY WANT ACCOMPANY-me
1491,"../Data\Words/downloaded_videos\SATURDAY NIGHT what-DO YOU HAVE IDEA\SATURDAY NIGHT what-DO, YOU HAVE IDEA？.mp4",SATURDAY NIGHT what-DO YOU HAVE IDEA
1492,"../Data\Words/downloaded_videos\SATURDAY NIGHT YOU HAVE PLAN\SATURDAY NIGHT, YOU HAVE PLAN？.mp4",SATURDAY NIGHT YOU HAVE PLAN
1493,../Data\Words/downloaded_videos\sauce-POUR-over\sauce-[POUR-over].mp4,sauce-POUR-over
1494,../Data\Words/downloaded_videos\SAVE  PRESERVE  STORE-storage  preservation of\SAVE ⧸ PRESERVE ⧸ STORE-(storage) ⧸ preservation of.mp4,SAVE  PRESERVE  STORE-storage  preservation of
1495,../Data\Words/downloaded_videos\SAW\SAW.mp4,SAW
1496,../Data\Words/downloaded_videos\SAY\SAY.mp4,SAY
1497,../Data\Words/downloaded_videos\SCARECROW-version-1\SCARECROW-[version-1].mp4,SCARECROW-version-1
1498,../Data\Words/downloaded_videos\SCARECROW-version-2-fingerspelled\SCARECROW-[version-2]-[fingerspelled].mp4,SCARECROW-version-2-fingerspelled
1499,../Data\Words/downloaded_videos\SCARF-B-hand-version\SCARF-[B-hand-version].mp4,SCARF-B-hand-version
1500,../Data\Words/downloaded_videos\SCHOOL\SCHOOL.mp4,SCHOOL
1501,"../Data\Words/downloaded_videos\SCHOOL FINISH YOUR MOM PICK-UP YOU what-TIME\SCHOOL FINISH, YOUR MOM PICK-UP YOU, what-TIME？.mp4",SCHOOL FINISH YOUR MOM PICK-UP YOU what-TIME
1502,../Data\Words/downloaded_videos\SCIENTIST\SCIENTIST.mp4,SCIENTIST
1503,"../Data\Words/downloaded_videos\SCISSORS CAN you-LEND-me\SCISSORS, CAN you-LEND-me？.mp4",SCISSORS CAN you-LEND-me
1504,../Data\Words/downloaded_videos\SCISSORS-cut\SCISSORS-(cut).mp4,SCISSORS-cut
1505,../Data\Words/downloaded_videos\SCOTLAND -plaid\SCOTLAND -[plaid].mp4,SCOTLAND -plaid
1506,../Data\Words/downloaded_videos\SCOTLAND FINISH TOUCH have-YOU-version-2\SCOTLAND FINISH TOUCH have-YOU？-[version-2].mp4,SCOTLAND FINISH TOUCH have-YOU-version-2
1507,../Data\Words/downloaded_videos\scotland you finish touch you\scotland you finish touch you？.mp4,scotland you finish touch you
1508,../Data\Words/downloaded_videos\SCREWDRIVER\SCREWDRIVER.mp4,SCREWDRIVER
1509,../Data\Words/downloaded_videos\SCREWDRIVER LOOK-LIKE X-drawn-in-air what-NAME\SCREWDRIVER LOOK-LIKE X-[drawn-in-air] what-NAME？.mp4,SCREWDRIVER LOOK-LIKE X-drawn-in-air what-NAME
1510,../Data\Words/downloaded_videos\SEARCH WORK YOU\SEARCH WORK YOU？.mp4,SEARCH WORK YOU
1511,../Data\Words/downloaded_videos\searchlook forseek\search⧸look for⧸seek.mp4,searchlook forseek
1512,../Data\Words/downloaded_videos\seat sit\seat sit.mp4,seat sit
1513,../Data\Words/downloaded_videos\SECOND-S-E-C-unit of time a second  seconds\SECOND-[S-E-C]-[unit of time] a second ⧸ seconds.mp4,SECOND-S-E-C-unit of time a second  seconds
1514,../Data\Words/downloaded_videos\secret\secret.mp4,secret
1515,../Data\Words/downloaded_videos\SECRET-keep-a-secret-I-am-not-telling\SECRET-[keep-a-secret]-[I-am-not-telling].mp4,SECRET-keep-a-secret-I-am-not-telling
1516,../Data\Words/downloaded_videos\SECRETARY-version-1\SECRETARY-[version-1].mp4,SECRETARY-version-1
1517,../Data\Words/downloaded_videos\SECRETARY-version-2\SECRETARY-[version-2].mp4,SECRETARY-version-2
1518,../Data\Words/downloaded_videos\SECRETARY-version-3\SECRETARY-[version-3].mp4,SECRETARY-version-3
1519,../Data\Words/downloaded_videos\SECRETARY-version-4\SECRETARY-[version-4].mp4,SECRETARY-version-4
1520,../Data\Words/downloaded_videos\SEE-you-LATER\SEE-you-LATER.mp4,SEE-you-LATER
1521,../Data\Words/downloaded_videos\SEEM-1-movement-version  apparently\SEEM-[1-movement-version] ⧸ apparently.mp4,SEEM-1-movement-version  apparently
1522,../Data\Words/downloaded_videos\SEEM-2-movement-version  apparently\SEEM-[2-movement-version] ⧸ apparently.mp4,SEEM-2-movement-version  apparently
1523,../Data\Words/downloaded_videos\seemingly-LOOK-1h-touch-versionSEEM\seemingly-[LOOK-1h-touch-version+SEEM].mp4,seemingly-LOOK-1h-touch-versionSEEM
1524,../Data\Words/downloaded_videos\SEEVISION\SEE⧸VISION.mp4,SEEVISION
1525,"../Data\Words/downloaded_videos\SEIZE-take-over arrest\SEIZE-[take-over, arrest].mp4",SEIZE-take-over arrest
1526,../Data\Words/downloaded_videos\SELF  itself  automatically  on its own  auto-self\SELF ⧸ itself ⧸ automatically ⧸ on its own ⧸ auto-[self].mp4,SELF  itself  automatically  on its own  auto-self
1527,../Data\Words/downloaded_videos\SELF MYSELF\SELF： MYSELF.mp4,SELF MYSELF
1528,../Data\Words/downloaded_videos\SELF OURSELVES\SELF： OURSELVES.mp4,SELF OURSELVES
1529,../Data\Words/downloaded_videos\send\send.mp4,send
1530,../Data\Words/downloaded_videos\sendmail something-throw version\send⧸mail something-[throw version].mp4,sendmail something-throw version
1531,"../Data\Words/downloaded_videos\SENIOR GIRL STUCK-UP WHY\SENIOR GIRL STUCK-UP, WHY？.mp4",SENIOR GIRL STUCK-UP WHY
1532,../Data\Words/downloaded_videos\SENIOR-CITIZEN-SC-version\SENIOR-CITIZEN-[SC-version].mp4,SENIOR-CITIZEN-SC-version
1533,../Data\Words/downloaded_videos\SENIOR-year\SENIOR-year.mp4,SENIOR-year
1534,../Data\Words/downloaded_videos\sense\sense.mp4,sense
1535,../Data\Words/downloaded_videos\SEPARATE-push-apart\SEPARATE-[push-apart].mp4,SEPARATE-push-apart
1536,../Data\Words/downloaded_videos\SERVICE\SERVICE.mp4,SERVICE
1537,../Data\Words/downloaded_videos\SERVICE-waiter\SERVICE-(waiter).mp4,SERVICE-waiter
1538,../Data\Words/downloaded_videos\SET-UP  establish  base  based on  founded\SET-UP ⧸ establish ⧸ base ⧸ based on ⧸ founded.mp4,SET-UP  establish  base  based on  founded
1539,../Data\Words/downloaded_videos\SEVERAL-pinkie version  a few\SEVERAL-[pinkie version] ⧸ a few.mp4,SEVERAL-pinkie version  a few
1540,../Data\Words/downloaded_videos\SEW\SEW.mp4,SEW
1541,"../Data\Words/downloaded_videos\SEW YOU KNOW HOW\SEW, YOU KNOW HOW？.mp4",SEW YOU KNOW HOW
1542,../Data\Words/downloaded_videos\SEW-by machine\SEW-by machine.mp4,SEW-by machine
1543,../Data\Words/downloaded_videos\sewing thread SEW-by-hand  LINE\sewing thread [SEW-by-hand + LINE].mp4,sewing thread SEW-by-hand  LINE
1544,../Data\Words/downloaded_videos\SHAVE S hand version\SHAVE S hand version.mp4,SHAVE S hand version
1545,../Data\Words/downloaded_videos\SHAVE shave armpits\SHAVE [shave armpits].mp4,SHAVE shave armpits
1546,../Data\Words/downloaded_videos\SHAVE x-hand version  shave cheek\SHAVE [x-hand version] ⧸ shave cheek.mp4,SHAVE x-hand version  shave cheek
1547,../Data\Words/downloaded_videos\SHE STUDENT SHE\S⧸HE STUDENT S⧸HE？.mp4,SHE STUDENT SHE
1548,../Data\Words/downloaded_videos\shipboat\ship⧸boat.mp4,shipboat
1549,../Data\Words/downloaded_videos\SHIRT\SHIRT.mp4,SHIRT
1550,../Data\Words/downloaded_videos\SHIRT DOTS YOU HAVE\SHIRT DOTS YOU HAVE？.mp4,SHIRT DOTS YOU HAVE
1551,"../Data\Words/downloaded_videos\SHIRT YOU HAVE FAVORITE\SHIRT, YOU HAVE FAVORITE？.mp4",SHIRT YOU HAVE FAVORITE
1552,../Data\Words/downloaded_videos\SHOCKED\SHOCKED.mp4,SHOCKED
1553,../Data\Words/downloaded_videos\SHOE what-SIZE YOU\SHOE what-SIZE YOU？.mp4,SHOE what-SIZE YOU
1554,../Data\Words/downloaded_videos\shoes\shoes.mp4,shoes
1555,../Data\Words/downloaded_videos\shoes tie\shoes tie.mp4,shoes tie
1556,"../Data\Words/downloaded_videos\SHOES YOU HAVE HOW-MANY\SHOES, YOU HAVE HOW-MANY？.mp4",SHOES YOU HAVE HOW-MANY
1557,../Data\Words/downloaded_videos\short-height\short-height.mp4,short-height
1558,../Data\Words/downloaded_videos\short-sleeved-shirt\short-sleeved-shirt.mp4,short-sleeved-shirt
1559,../Data\Words/downloaded_videos\should\should.mp4,should
1560,"../Data\Words/downloaded_videos\show me SHOW-me\show me, SHOW-me.mp4",show me SHOW-me
1561,../Data\Words/downloaded_videos\show upappear\show up⧸appear.mp4,show upappear
1562,../Data\Words/downloaded_videos\SHOW-me YOUR FAVORITE SIGN\SHOW-me YOUR FAVORITE SIGN.mp4,SHOW-me YOUR FAVORITE SIGN
1563,../Data\Words/downloaded_videos\SHOWER\SHOWER.mp4,SHOWER
1564,../Data\Words/downloaded_videos\SHUT-UP\SHUT-UP.mp4,SHUT-UP
1565,../Data\Words/downloaded_videos\Shy\Shy.mp4,Shy
1566,../Data\Words/downloaded_videos\SICK\SICK.mp4,SICK
1567,../Data\Words/downloaded_videos\SIDE\SIDE.mp4,SIDE
1568,../Data\Words/downloaded_videos\SIGN LANGUAGE initialized version\SIGN LANGUAGE [initialized version].mp4,SIGN LANGUAGE initialized version
1569,../Data\Words/downloaded_videos\SIGN OH-GEE what-MEAN\SIGN OH-GEE what-MEAN？.mp4,SIGN OH-GEE what-MEAN
1570,"../Data\Words/downloaded_videos\SIGN WITH FRIEND YOU LIKE\SIGN WITH FRIEND, YOU LIKE？.mp4",SIGN WITH FRIEND YOU LIKE
1571,../Data\Words/downloaded_videos\SIGN-1-movement-version  S-C-S  to sign  use sign language  a sign  ASL\SIGN-[1-movement-version ⧸ S-C-S] ⧸ to sign ⧸ use sign language ⧸ a sign ⧸ ASL].mp4,SIGN-1-movement-version  S-C-S  to sign  use sign language  a sign  ASL
1572,../Data\Words/downloaded_videos\SIGN-signing-version\SIGN-[signing-version].mp4,SIGN-signing-version
1573,../Data\Words/downloaded_videos\SIGN-street-sign\SIGN-[street-sign].mp4,SIGN-street-sign
1574,../Data\Words/downloaded_videos\SILLY\SILLY.mp4,SILLY
1575,../Data\Words/downloaded_videos\SILVER\SILVER.mp4,SILVER
1576,../Data\Words/downloaded_videos\SINGLE-alone-something-someone\SINGLE-[alone-something-someone].mp4,SINGLE-alone-something-someone
1577,../Data\Words/downloaded_videos\SINK version 2  to become submerged  to descend into liquid\SINK [version 2] ⧸ to become submerged ⧸ to descend into liquid.mp4,SINK version 2  to become submerged  to descend into liquid
1578,../Data\Words/downloaded_videos\SINK-fingerspelled-version\SINK-[fingerspelled-version].mp4,SINK-fingerspelled-version
1579,../Data\Words/downloaded_videos\SISTER\SISTER.mp4,SISTER
1580,../Data\Words/downloaded_videos\SISTER YOU HOW-MANY\SISTER YOU HOW-MANY？.mp4,SISTER YOU HOW-MANY
1581,../Data\Words/downloaded_videos\SISTER-IN-LAW\SISTER-IN-LAW.mp4,SISTER-IN-LAW
1582,../Data\Words/downloaded_videos\SIT-ANXIOUS\SIT-ANXIOUS.mp4,SIT-ANXIOUS
1583,../Data\Words/downloaded_videos\site\site.mp4,site
1584,../Data\Words/downloaded_videos\six\six.mp4,six
1585,../Data\Words/downloaded_videos\size version\size version.mp4,size version
1586,../Data\Words/downloaded_videos\SKI-skiing\SKI-[skiing].mp4,SKI-skiing
1587,../Data\Words/downloaded_videos\skill\skill.mp4,skill
1588,"../Data\Words/downloaded_videos\SKILL-good-at talent\SKILL-[good-at, talent].mp4",SKILL-good-at talent
1589,../Data\Words/downloaded_videos\SKIN race skin color\SKIN (race skin color).mp4,SKIN race skin color
1590,../Data\Words/downloaded_videos\SKIN-pinch-skin-on-hand-version\SKIN-[pinch-skin-on-hand-version].mp4,SKIN-pinch-skin-on-hand-version
1591,../Data\Words/downloaded_videos\SKINNY-thin\SKINNY-[thin].mp4,SKINNY-thin
1592,../Data\Words/downloaded_videos\Skip repeatedly\Skip [repeatedly].mp4,Skip repeatedly
1593,../Data\Words/downloaded_videos\SKIRT\SKIRT.mp4,SKIRT
1594,../Data\Words/downloaded_videos\SLEEP\SLEEP.mp4,SLEEP
1595,../Data\Words/downloaded_videos\SLEEP-IN over sleep\SLEEP-IN [over sleep].mp4,SLEEP-IN over sleep
1596,"../Data\Words/downloaded_videos\SLEEP-IN YOU LIKE\SLEEP-IN, YOU LIKE？.mp4",SLEEP-IN YOU LIKE
1597,../Data\Words/downloaded_videos\SLEEP-oversleep\SLEEP-(oversleep).mp4,SLEEP-oversleep
1598,../Data\Words/downloaded_videos\SLEEPY\SLEEPY.mp4,SLEEPY
1599,../Data\Words/downloaded_videos\SLENDER-thin\SLENDER-[thin].mp4,SLENDER-thin
1600,"../Data\Words/downloaded_videos\slow slowly version of slow\slow, slowly (version of slow).mp4",slow slowly version of slow
1601,"../Data\Words/downloaded_videos\SMALL CITY YOU LIKE DO YOU LIKE SMALL CITIES\SMALL CITY, YOU LIKE？ (DO YOU LIKE SMALL CITIES？).mp4",SMALL CITY YOU LIKE DO YOU LIKE SMALL CITIES
1602,../Data\Words/downloaded_videos\smart\smart.mp4,smart
1603,../Data\Words/downloaded_videos\smart  SMART-open-8-version\smart ⧸ SMART-[open-8-version].mp4,smart  SMART-open-8-version
1604,../Data\Words/downloaded_videos\SMELL STINK  it stinks\SMELL STINK ⧸ it stinks.mp4,SMELL STINK  it stinks
1605,../Data\Words/downloaded_videos\SMELL-negative-affect\SMELL-[negative-affect].mp4,SMELL-negative-affect
1606,../Data\Words/downloaded_videos\SMELL-positive-affect\SMELL-[positive-affect].mp4,SMELL-positive-affect
1607,../Data\Words/downloaded_videos\SMOKE-smoke a cigarette\SMOKE-[smoke a cigarette].mp4,SMOKE-smoke a cigarette
1608,../Data\Words/downloaded_videos\SMOOTH\SMOOTH.mp4,SMOOTH
1609,../Data\Words/downloaded_videos\SNOW verb form Snow is gently falling\SNOW [verb form： Snow is gently falling].mp4,SNOW verb form Snow is gently falling
1610,"../Data\Words/downloaded_videos\SNOW YOU DRIVE SOMETIMES STUCK YOU\SNOW, YOU DRIVE, SOMETIMES STUCK YOU？.mp4",SNOW YOU DRIVE SOMETIMES STUCK YOU
1611,../Data\Words/downloaded_videos\SNOWBOARD-version 1\SNOWBOARD-[version 1].mp4,SNOWBOARD-version 1
1612,../Data\Words/downloaded_videos\SNOWBOARD-version 2\SNOWBOARD-[version 2].mp4,SNOWBOARD-version 2
1613,../Data\Words/downloaded_videos\SO-SO\SO-SO.mp4,SO-SO
1614,"../Data\Words/downloaded_videos\SOAP YOU USE what- NAME\SOAP YOU USE, what- NAME？.mp4",SOAP YOU USE what- NAME
1615,../Data\Words/downloaded_videos\SOAP-version-1\SOAP-[version-1].mp4,SOAP-version-1
1616,../Data\Words/downloaded_videos\SOAP-version-2\SOAP-[version-2].mp4,SOAP-version-2
1617,"../Data\Words/downloaded_videos\SOCCER TEAM HOW-MANY PLAYER\SOCCER TEAM, HOW-MANY PLAYER？.mp4",SOCCER TEAM HOW-MANY PLAYER
1618,../Data\Words/downloaded_videos\SOCCER-version 1\SOCCER-[version 1].mp4,SOCCER-version 1
1619,../Data\Words/downloaded_videos\SOCCER-version 2\SOCCER-[version 2].mp4,SOCCER-version 2
1620,../Data\Words/downloaded_videos\SOCKS\SOCKS.mp4,SOCKS
1621,../Data\Words/downloaded_videos\SOFT\SOFT.mp4,SOFT
1622,../Data\Words/downloaded_videos\SOFTgentletender\SOFT⧸gentle⧸tender.mp4,SOFTgentletender
1623,../Data\Words/downloaded_videos\soldier-ARMY-PERSON\soldier-[ARMY-PERSON].mp4,soldier-ARMY-PERSON
1624,../Data\Words/downloaded_videos\SOME\SOME.mp4,SOME
1625,../Data\Words/downloaded_videos\some boss accept bad work why\some boss accept bad work why？.mp4,some boss accept bad work why
1626,../Data\Words/downloaded_videos\SOME CAT LIKE WATER\SOME CAT LIKE WATER？.mp4,SOME CAT LIKE WATER
